Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3
CHEMBL1604,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,0.85,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721570>,349.412,0.3486,5,3,112.73,4,8,24,3,0.4375
CHEMBL32800,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0.87,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7215D0>,303.358,2.0576,5,5,92.95,6,5,22,2,0.294117647
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,2.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721750>,314.411,1.459,7,2,83.58,10,8,21,1,0.538461538
CHEMBL511115,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,7.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7217B0>,343.423,4.05278,4,1,79.55,5,5,25,3,0.6
CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,8.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721810>,441.575,1.9829,6,2,104.81,11,10,29,2,0.368421053
CHEMBL432103,CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,8.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721870>,338.495,4.3606,3,1,36.36,6,3,25,3,0.5
CHEMBL255044,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,8.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7218D0>,304.325,2.9834,5,3,89.27,5,7,22,2,0.2
CHEMBL1237046,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,8.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721990>,527.574,0.4698,10,6,170.87,4,11,38,5,0.518518519
CHEMBL2220442,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7219F0>,411.473,4.6281,4,3,82.69,8,6,30,3,0.291666667
CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,15,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721A50>,225.288,1.5193,4,4,72.72,3,4,16,1,0.5
CHEMBL1514,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,18,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721AB0>,353.506,4.6546,3,0,29.54,8,3,26,2,0.434782609
CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,9.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721B70>,296.41,3.6126,2,2,40.46,0,2,22,4,0.6
CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721BD0>,273.244,2.54542,5,2,100.67,3,6,20,2,0.071428571
CHEMBL530,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721C30>,325.434,1.4062,4,1,73.21,3,7,22,3,0.8
CHEMBL685,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721C90>,295.298,2.9722,4,2,84.08,3,6,22,3,0.0625
CHEMBL1517,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721CF0>,460.439,-1.2436,10,7,201.85,2,11,33,4,0.409090909
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,7.3,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721E10>,371.872,2.3617,6,0,45.78,5,7,26,4,0.368421053
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,8.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721ED0>,361.373,1.544,6,1,75.01,2,8,26,4,0.444444444
CHEMBL1389,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,9.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B721F30>,312.453,3.8826,2,1,37.3,1,2,23,4,0.761904762
CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,3.4,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722030>,293.37,3.12852,4,0,39.82,2,4,22,4,0.333333333
CHEMBL539456,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,10,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722090>,296.414,3.5806,3,1,26.71,4,3,22,3,0.368421053
CHEMBL550781,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,1.2,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722150>,461.386,4.0119,4,2,95.94,14,9,30,1,0.571428571
CHEMBL108821,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,6.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7221B0>,409.82,2.7026,5,2,88.56,3,9,28,5,0.473684211
CHEMBL1370,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7222D0>,430.541,2.7168,6,2,93.06,4,6,31,5,0.76
CHEMBL515,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1.1,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722330>,304.217,3.3779,2,1,40.54,9,5,19,1,0.5
CHEMBL290194,C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,2.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722390>,315.377,1.3467,5,2,83.14,6,7,23,3,0.4375
CHEMBL177756,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7223F0>,332.311,3.9686,4,2,87.74,2,5,25,4,0
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,1.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722450>,332.313,-3.57583,7,8,198.22,6,11,23,1,0.583333333
CHEMBL1167,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,1.8,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7224B0>,332.353,-2.9256,9,5,129.51,2,9,23,3,0.928571429
CHEMBL1201112,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.5,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722510>,297.271,-1.9714,10,4,148.77,3,10,21,3,0.545454545
CHEMBL634,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,1.6,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722570>,416.526,1.3839,8,0,85.49,9,9,30,3,0.619047619
CHEMBL1130,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0.35,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7225D0>,246.194,-1.6852,6,3,104.55,1,8,17,2,0.555555556
CHEMBL314010,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,1.9,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722630>,345.439,2.58422,5,2,59.95,10,5,25,2,0.4
CHEMBL513,O=NN(CCCl)C(=O)NCCCl,0.37,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722690>,214.052,1.157,3,1,61.77,5,7,12,0,0.8
CHEMBL1614637,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0.91,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7226F0>,364.423,1.0856,5,2,95.94,5,8,25,3,0.470588235
CHEMBL617,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0.95,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722750>,396.446,0.5923,7,2,113.01,6,10,26,3,0.375
CHEMBL1503,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,0.58,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B7228D0>,345.424,2.89974,5,1,83.09,5,7,24,3,0.294117647
CHEMBL568,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,6.7,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722A50>,286.718,2.4479,3,2,61.69,1,5,20,3,0.066666667
CHEMBL13209,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,26,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722AB0>,281.271,2.3843,4,1,84.6,2,6,21,3,0.066666667
CHEMBL834,NCCC(O)(P(=O)(O)O)P(=O)(O)O,32,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722B10>,235.069,-1.6633,4,6,161.31,4,10,13,0,1
CHEMBL1213351,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,18,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722B70>,339.479,4.2755,3,0,29.54,8,3,25,2,0.409090909
CHEMBL448,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,22,<rdkit.Chem.rdchem.Mol object at 0x0000023A5B722C30>,226.276,1.185,3,2,75.27,4,5,16,1,0.727272727
