Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3,mol_no_salt
Drug 197,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754687510>,392.4560000000002,-0.5956999999999955,5,5,150.62,11,9,28,1,0.47368421052631576,<rdkit.Chem.rdchem.Mol object at 0x000001775E219450>
Drug 198,NC(CS/C(Cl)=C(\Cl)C(Cl)(Cl)Cl)C(=O)O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754687570>,333.451,3.1484000000000005,3,2,63.32000000000001,4,9,15,0,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2194B0>
Drug 199,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546875D0>,392.36700000000013,3.940800000000003,6,0,98.97999999999999,6,8,29,3,0.047619047619047616,<rdkit.Chem.rdchem.Mol object at 0x000001775E219510>
Drug 201,CCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754687690>,224.21599999999998,1.7271999999999998,4,1,85.38,5,6,16,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E219570>
Drug 202,O=P1(Oc2ccccc2)OCc2ccccc2O1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546876F0>,262.20099999999996,3.782700000000002,4,0,44.760000000000005,2,5,18,3,0.07692307692307693,<rdkit.Chem.rdchem.Mol object at 0x000001775E2195D0>
Drug 204,CN(C)N=Nc1ccc(Br)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546877B0>,228.09299999999996,3.009400000000001,2,0,27.96,2,4,12,1,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E219630>
Drug 207,Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546878D0>,299.243,-2.5688,11,6,180.0,2,11,21,3,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E219690>
Drug 208,Nc1ccc2c3c(cccc13)-c1ccccc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754687930>,217.27100000000002,4.069400000000002,1,1,26.02,0,1,17,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2196F0>
Drug 209,CNCc1ccc(CSCCN=C(NC[C@H](O)c2ccc(O)cc2)NS(C)(=O)=O)o1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754687990>,456.5900000000001,1.1662,8,5,136.19,11,11,30,2,0.42105263157894735,<rdkit.Chem.rdchem.Mol object at 0x000001775E219750>
Drug 212,CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754687AB0>,330.3640000000001,2.1218000000000004,8,0,71.06,9,9,19,0,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E2197B0>
Drug 217,Nc1nc2cc(Cl)c(Cl)cc2s1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754687C90>,219.09599999999998,3.1853,3,1,38.91,0,5,12,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E219810>
Drug 219,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754687D50>,521.0500000000002,3.942700000000003,7,1,106.97000000000001,6,8,36,4,0.7142857142857143,<rdkit.Chem.rdchem.Mol object at 0x000001775E219870>
Drug 221,COC1=CC(=O)c2c3nc4ccncc4c-3c[nH]c2C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754687E10>,279.25500000000005,1.9719999999999995,5,1,84.94,1,6,21,4,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2198D0>
Drug 222,O=C1OCC(CCl)=C1Br,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754687E70>,211.442,1.431,2,0,26.3,1,4,9,1,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001775E219930>
Drug 223,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754687ED0>,327.8150000000001,3.7714000000000025,4,0,28.07,0,5,23,4,0.2777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E219990>
Drug 226,O=C1C=C(S(=O)(=O)O)c2ccccc2C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754684030>,238.22,0.6807000000000001,4,1,88.50999999999999,1,6,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2199F0>
Drug 227,Cc1ccc(S(=O)(=O)NC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754684090>,342.35800000000006,1.8701199999999998,7,2,131.3,4,11,22,2,0.09090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E219A50>
Drug 230,CC(=O)ON(OCc1ccc(Br)cc1)C(=O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546841B0>,364.1950000000001,3.5012000000000025,4,0,55.839999999999996,4,6,22,2,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E219AB0>
Drug 231,C[PH]1(C)N[PH](C)(C)N[PH](C)(C)N1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754684210>,231.20100000000002,1.2872999999999997,3,3,36.089999999999996,0,6,12,1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E219B10>
Drug 233,Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546842D0>,290.832,3.644400000000001,0,0,0.0,0,6,12,1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E219B70>
Drug 235,C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@H]1CC[C@@H]2O,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754684390>,272.3879999999999,3.6092000000000026,2,2,40.46,0,2,20,4,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E219BD0>
Drug 236,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546843F0>,229.71500000000003,2.1655999999999995,5,2,62.730000000000004,4,6,15,1,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E219C30>
Drug 237,CNC(=O)CSP(=S)(OC)OC,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754684450>,229.26299999999998,0.9828999999999999,5,1,47.56,5,7,12,0,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E219C90>
Drug 238,CC[N+]([O-])(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546844B0>,372.4900000000001,3.673300000000002,5,2,72.38999999999999,7,6,26,3,0.35,<rdkit.Chem.rdchem.Mol object at 0x000001775E219CF0>
Drug 239,COc1cc2c(c3c(C)cc4ccccc4c13)CCC2=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754684510>,276.33500000000004,4.438920000000003,2,0,26.3,1,2,21,4,0.21052631578947367,<rdkit.Chem.rdchem.Mol object at 0x000001775E219D50>
Drug 241,O=S(=O)(O)c1ccc2cc(Oc3ccc4cc(S(=O)(=O)O)ccc4c3)ccc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546845D0>,430.4590000000001,4.278700000000002,5,2,117.97000000000001,4,9,29,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E219DB0>
Drug 246,COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546847B0>,229.232,-0.8385000000000007,5,2,88.16,2,6,16,2,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E219E10>
Drug 248,COc1cc(O)c2c(c1)Cc1cc(C)cc(O)c1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754684870>,270.284,2.5500200000000013,4,2,66.75999999999999,1,4,20,3,0.1875,<rdkit.Chem.rdchem.Mol object at 0x000001775E219E70>
Drug 249,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546848D0>,312.4530000000001,3.8826000000000036,2,1,37.3,1,2,23,4,0.7619047619047619,<rdkit.Chem.rdchem.Mol object at 0x000001775E219ED0>
Drug 251,O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754684990>,268.228,3.809400000000002,4,0,86.28,2,6,20,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E219F30>
Drug 257,C=C1CCC2C(c3c(C)c(O)c4c(c31)C(=O)C(C)C4)C2(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754684BD0>,296.41,4.622120000000004,2,1,37.3,0,2,22,4,0.55,<rdkit.Chem.rdchem.Mol object at 0x000001775E219F90>
Drug 263,CCC1=C(c2ccc(O)cc2)C(C)c2cc(O)ccc21,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754684E10>,266.34,4.535700000000004,2,2,40.46,2,2,20,3,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E210030>
Drug 264,CCCCCCCCn1sccc1=O,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754684E70>,213.346,3.2703000000000024,3,0,22.0,7,3,14,1,0.7272727272727273,<rdkit.Chem.rdchem.Mol object at 0x000001775E210090>
Drug 270,O=[N+]([O-])c1cc(-c2ccc(O)c([N+](=O)[O-])c2)ccc1O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A50F0>,276.204,2.5812000000000004,6,2,126.74000000000002,3,8,20,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2100F0>
Drug 271,O=C(OCc1cccc([N+](=O)[O-])c1)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5150>,257.24499999999995,2.9518000000000013,4,0,69.44,4,5,19,2,0.07142857142857142,<rdkit.Chem.rdchem.Mol object at 0x000001775E210150>
Drug 272,COC(=O)/C(C#N)=C/c1ccccc1Br,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A51B0>,266.09400000000005,2.5290800000000004,3,0,50.09,2,4,15,1,0.09090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E2101B0>
Drug 273,O=[N+]([O-])c1ccc2c(c1)oc1ccc([N+](=O)[O-])cc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5210>,258.18899999999996,3.402400000000001,5,0,99.42,2,7,19,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210210>
Drug 274,Cc1c(N=[N+]([O-])c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5270>,406.2670000000001,3.8619400000000024,10,0,210.99,6,15,29,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E210270>
Drug 283,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A55D0>,300.314,3.784220000000002,4,2,76.66,3,6,22,2,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E2102D0>
Drug 286,COc1cc2c3c(cc4cc5c(cc4c3c1OC)OCO5)N(C)CC2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A56F0>,337.3750000000001,3.731200000000002,5,0,40.160000000000004,2,5,25,5,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E210330>
Drug 289,CCCCON(OC(C)=O)C(=O)c1ccc(C(C)(C)C)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5810>,307.39,3.6361000000000026,4,0,55.84,5,5,22,1,0.5294117647058824,<rdkit.Chem.rdchem.Mol object at 0x000001775E210390>
Drug 292,Cc1c2ccccc2cc2c3c(ccc12)C(O)C(O)C1OC31,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5930>,292.334,3.1492200000000024,3,2,52.99,0,3,22,5,0.2631578947368421,<rdkit.Chem.rdchem.Mol object at 0x000001775E2103F0>
Drug 299,N#C/C(=C\C=C\c1ccccc1)c1ccc(F)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5BD0>,249.28799999999998,4.446080000000003,1,0,23.79,3,2,19,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210450>
Drug 300,COc1ccn(CC(O)CN=[N+]=[N-])c(=O)n1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5C30>,225.208,-0.07690000000000013,6,1,113.11,5,8,16,1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2104B0>
Drug 301,O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5C90>,272.285,4.121400000000002,5,0,64.73,4,6,19,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210510>
Drug 304,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5DB0>,296.20099999999996,-0.8039000000000001,6,3,104.55000000000001,2,10,20,2,0.6,<rdkit.Chem.rdchem.Mol object at 0x000001775E210570>
Drug 308,CC(=O)Oc1ccc2c(c1)OC1(C)OOC21C,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5F30>,236.22299999999996,1.8974999999999997,5,0,53.99000000000001,1,5,17,3,0.4166666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2105D0>
Drug 309,CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-],1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A5F90>,224.21599999999998,1.9518999999999997,4,1,81.47,4,6,16,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E210630>
Drug 312,Nc1ncnc2c1nc(-c1ccc([N+](=O)[O-])cc1)n2-c1ccc([N+](=O)[O-])cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB0F0>,377.3200000000001,2.881100000000001,9,1,155.90000000000003,4,11,28,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210690>
Drug 314,COC1=CC(=O)c2c3nc4ccccc4c-3c[nH]c2C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB1B0>,278.26700000000005,2.577,4,1,72.05,1,5,21,4,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E2106F0>
Drug 315,N=C(N)NNc1ccc(N=NC(N)=S)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB210>,237.29199999999997,0.8238699999999997,4,5,124.67,3,8,16,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210750>
Drug 317,Cc1cnc2c(ccc3c2nc(N)n3C)n1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB2D0>,213.24399999999997,1.4071199999999997,5,1,69.62,0,5,16,3,0.18181818181818182,<rdkit.Chem.rdchem.Mol object at 0x000001775E2107B0>
Drug 321,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB450>,285.343,1.1981,4,2,52.93000000000001,0,4,21,5,0.5294117647058824,<rdkit.Chem.rdchem.Mol object at 0x000001775E210810>
Drug 324,O=[N+]([O-])c1ccc(-c2ccccc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB570>,289.20300000000003,3.0782000000000016,6,0,129.42000000000002,4,9,21,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210870>
Drug 327,COc1c2ccccc2[n+]([O-])c2occc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB690>,215.20799999999994,2.2279999999999998,3,0,49.31,1,4,16,3,0.08333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2108D0>
Drug 328,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@H]1O2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB6F0>,324.28800000000007,3.006400000000001,6,1,78.13000000000001,1,6,24,5,0.16666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E210930>
Drug 331,O=C(O)CCC(=O)Nc1ccc(Cl)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB810>,227.64700000000002,2.1433,2,2,66.39999999999999,4,5,15,1,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E210990>
Drug 332,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB870>,292.382,3.401900000000002,3,1,38.05,6,3,22,3,0.21052631578947367,<rdkit.Chem.rdchem.Mol object at 0x000001775E2109F0>
Drug 333,CCCCOP(=O)(OCCCC)OCCCC,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB8D0>,266.3179999999999,4.544600000000004,4,0,44.760000000000005,12,5,17,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210A50>
Drug 334,COC(=O)/C(C#N)=C/c1ccc(Br)o1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB930>,256.055,2.12208,4,0,63.230000000000004,2,5,14,1,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E210AB0>
Drug 335,CC(C)(CO)C(O)C(=O)NCCC(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546AB990>,219.23699999999997,-1.0432999999999995,4,4,106.86,6,6,15,0,0.7777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E210B10>
Drug 337,O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)[C@@H](O)[C@H](O)C=C4,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546ABA50>,331.327,3.913300000000002,4,2,83.60000000000001,1,5,25,5,0.1,<rdkit.Chem.rdchem.Mol object at 0x000001775E210B70>
Drug 340,CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546ABB70>,279.33900000000006,3.1674000000000015,3,0,21.700000000000003,0,3,21,5,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E210BD0>
Drug 342,N=C(N)NS(=O)(=O)c1ccc(N)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546ABC30>,214.25,-0.5594299999999999,4,4,122.05999999999999,2,7,14,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210C30>
Drug 343,CN(C)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546ABC90>,268.364,4.2340000000000035,4,0,31.200000000000003,4,4,20,2,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E210C90>
Drug 345,Nc1cc([N+](=O)[O-])c(-c2ccccc2)c([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546ABD50>,259.221,2.752200000000001,5,1,112.30000000000001,3,7,19,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E210CF0>
Drug 353,C/C=C1/C[C@H](C)[C@](O)(CO)C(=O)OCC2=CC[N@@+]3([O-])CC[C@@H](OC1=O)[C@@H]23,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2090>,367.39800000000014,0.17779999999999974,7,2,116.12,1,8,26,3,0.6666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E210D50>
Drug 354,COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A20F0>,519.5870000000002,-1.8399999999999967,13,4,202.85999999999996,11,17,33,3,0.5625,<rdkit.Chem.rdchem.Mol object at 0x000001775E210DB0>
Drug 355,CN(C)CCCN1C=CN(C)C1/C=N/O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2150>,212.297,0.4427999999999999,5,1,42.31,5,5,15,1,0.7,<rdkit.Chem.rdchem.Mol object at 0x000001775E210E10>
Drug 356,CC12OOC1(C)c1c(ccc3ccccc13)O2,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A21B0>,228.247,3.1254000000000017,3,0,27.69,0,3,17,4,0.2857142857142857,<rdkit.Chem.rdchem.Mol object at 0x000001775E210E70>
Drug 357,CN(C)CCNC(=O)c1cccc2nc(-c3ccccc3)oc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2210>,309.3690000000001,2.786200000000001,4,1,58.370000000000005,5,5,23,3,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E210ED0>
Drug 359,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A22D0>,331.17600000000004,3.7493000000000016,4,1,63.6,5,7,20,2,0.07692307692307693,<rdkit.Chem.rdchem.Mol object at 0x000001775E210F30>
Drug 363,Cc1c(N)cccc1N=Nc1cccc(N)c1C,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2450>,240.30999999999997,3.8832400000000016,4,2,76.75999999999999,2,4,18,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E210F90>
Drug 365,Clc1ccc(C(Cl)(Cl)Cl)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2510>,229.921,4.1667000000000005,0,0,0.0,0,4,11,1,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E221030>
Drug 367,[N-]=[N+]=NCC(O)Cn1ncc2c(N)ncnc21,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A25D0>,234.22299999999998,0.0797,7,2,138.61,4,9,17,2,0.375,<rdkit.Chem.rdchem.Mol object at 0x000001775E221090>
Drug 369,OC1c2ccc3ccccc3c2C2OC2C1O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2690>,228.24699999999999,1.6875999999999998,3,2,52.989999999999995,0,3,17,4,0.2857142857142857,<rdkit.Chem.rdchem.Mol object at 0x000001775E2210F0>
Drug 370,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A26F0>,302.323,0.49459999999999993,7,0,80.29000000000002,14,7,21,0,0.5714285714285714,<rdkit.Chem.rdchem.Mol object at 0x000001775E221150>
Drug 371,O=C1CCC(=O)N1c1cc(Cl)c(Cl)c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2750>,278.522,3.300200000000001,2,0,37.38,1,6,16,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E2211B0>
Drug 372,CSc1cc(SC)c(N)c(C)c1N,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A27B0>,214.35899999999995,2.6032200000000003,4,2,52.04,2,4,13,1,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E221210>
Drug 375,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A28D0>,331.3740000000001,3.499500000000002,5,1,56.790000000000006,7,7,21,1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E221270>
Drug 377,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2990>,332.38100000000003,2.4362000000000004,4,2,92.34,4,7,23,2,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E2212D0>
Drug 378,Nc1cc2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A29F0>,277.32300000000004,2.9963000000000006,3,3,66.48,0,3,21,4,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E221330>
Drug 379,N/C(=N\OS(=O)(=O)O)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2A50>,216.21800000000002,0.12630000000000002,4,2,101.98,3,7,14,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E221390>
Drug 382,Cc1ccc2c(c1)C(C)c1cc(C)ccc1-2,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2B70>,208.304,4.435640000000004,0,0,0.0,0,0,16,3,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E2213F0>
Drug 383,CC(=O)OC1Cc2ccc3ccc4cccc5cc1c2c3c45,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2BD0>,286.33000000000004,4.744300000000003,2,0,26.3,1,2,22,5,0.15,<rdkit.Chem.rdchem.Mol object at 0x000001775E221450>
Drug 384,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2C30>,269.304,4.074420000000002,4,2,74.05,3,5,20,2,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2214B0>
Drug 388,O=C1OC(O)C(C(Cl)Br)=C1Cl,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2DB0>,261.88599999999997,1.3142999999999998,3,1,46.53,1,6,11,1,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001775E221510>
Drug 390,Nc1ccc(Sc2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2E70>,201.29400000000004,3.4200000000000017,2,1,26.02,2,2,14,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E221570>
Drug 391,CC(=O)N(O)c1ccc2ccccc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546A2ED0>,201.225,2.581900000000001,2,1,40.540000000000006,1,3,15,2,0.08333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2215D0>
Drug 394,O=[N+]([O-])c1ccc2c(c1)oc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754691030>,213.19199999999998,3.494200000000001,3,0,56.28,1,4,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E221630>
Drug 399,O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)C(F)(F)F,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754691210>,307.20899999999995,2.8121,6,1,98.27,3,11,20,2,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E221690>
Drug 400,CS(=O)(=O)OCCCCOS(C)(=O)=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754691270>,246.30599999999998,-0.2809999999999997,6,0,86.74000000000001,7,8,14,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2216F0>
Drug 401,CC(C)(C)NC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546912D0>,238.24299999999997,2.1157,4,1,85.38,3,6,17,1,0.36363636363636365,<rdkit.Chem.rdchem.Mol object at 0x000001775E221750>
Drug 404,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546913F0>,287.16700000000003,3.826200000000002,2,0,34.14,2,5,17,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2217B0>
